name,illumination,contrast,clarity,artifacts,field,quality,left,right,left_or_right,fundus_image_type,source,image_path
65_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/65_A.png
66_A,1,1,0,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/66_A.png
67_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/67_A.png
68_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/68_A.png
69_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/69_A.png
70_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/70_A.png
71_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/71_A.png
72_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/72_A.png
73_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/73_A.png
74_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/74_A.png
75_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/75_A.png
76_A,0,1,0,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/76_A.png
77_A,0,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/77_A.png
78_A,1,1,1,0,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/78_A.png
79_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/79_A.png
80_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/80_A.png
81_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/81_A.png
82_A,1,1,0,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/82_A.png
83_A,1,1,0,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/83_A.png
84_A,1,1,0,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/84_A.png
85_A,1,1,0,0,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/85_A.png
86_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/86_A.png
87_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/87_A.png
88_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/88_A.png
89_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/89_A.png
90_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/90_A.png
91_A,0,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/91_A.png
92_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/92_A.png
93_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/93_A.png
94_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/94_A.png
95_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/95_A.png
96_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/96_A.png
97_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/97_A.png
98_A,0,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/98_A.png
99_A,0,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/99_A.png
100_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/100_A.png
101_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/101_A.png
102_A,0,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/102_A.png
103_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/103_A.png
104_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/104_A.png
105_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/105_A.png
106_A,1,1,0,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/106_A.png
107_A,1,1,0,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/107_A.png
108_A,1,1,0,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/108_A.png
109_A,1,1,0,0,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/109_A.png
110_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/110_A.png
111_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/111_A.png
112_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/112_A.png
113_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/113_A.png
114_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/114_A.png
115_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/115_A.png
116_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/116_A.png
117_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/117_A.png
118_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/118_A.png
119_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/119_A.png
120_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/120_A.png
121_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/121_A.png
122_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/122_A.png
123_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/123_A.png
124_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/124_A.png
125_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/125_A.png
126_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/126_A.png
127_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/127_A.png
128_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/128_A.png
129_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/129_A.png
130_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/130_A.png
131_A,1,1,0,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/131_A.png
132_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/132_A.png
133_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/133_A.png
134_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/134_A.png
135_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/135_A.png
136_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/136_A.png
137_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/137_A.png
138_A,1,1,0,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/138_A.png
139_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/139_A.png
140_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/140_A.png
141_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/141_A.png
142_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/142_A.png
143_A,0,1,0,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/143_A.png
144_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/144_A.png
145_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/145_A.png
146_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/146_A.png
147_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/147_A.png
148_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/148_A.png
149_A,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/149_A.png
150_A,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/150_A.png
151_D,0,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/151_D.png
152_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/152_D.png
153_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/153_D.png
154_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/154_D.png
155_D,0,1,0,0,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/155_D.png
156_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/156_D.png
157_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/157_D.png
158_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/158_D.png
159_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/159_D.png
160_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/160_D.png
161_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/161_D.png
162_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/162_D.png
163_D,0,1,0,1,1,0,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/163_D.png
164_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/164_D.png
165_D,0,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/165_D.png
166_D,0,1,0,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/166_D.png
167_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/167_D.png
168_D,0,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/168_D.png
169_D,1,1,0,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/169_D.png
170_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/170_D.png
171_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/171_D.png
172_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/172_D.png
173_D,0,1,0,0,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/173_D.png
174_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/174_D.png
175_D,0,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/175_D.png
176_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/176_D.png
177_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/177_D.png
178_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/178_D.png
179_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/179_D.png
180_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/180_D.png
181_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/181_D.png
182_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/182_D.png
183_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/183_D.png
184_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/184_D.png
185_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/185_D.png
186_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/186_D.png
187_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/187_D.png
188_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/188_D.png
189_D,0,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/189_D.png
190_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/190_D.png
191_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/191_D.png
192_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/192_D.png
193_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/193_D.png
194_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/194_D.png
195_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/195_D.png
196_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/196_D.png
197_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/197_D.png
198_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/198_D.png
199_D,1,1,0,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/199_D.png
200_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/200_D.png
201_D,0,1,0,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/201_D.png
202_D,1,1,1,0,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/202_D.png
203_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/203_D.png
204_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/204_D.png
205_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/205_D.png
206_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/206_D.png
207_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/207_D.png
208_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/208_D.png
209_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/209_D.png
210_D,1,1,0,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/210_D.png
211_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/211_D.png
212_D,1,1,1,0,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/212_D.png
213_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/213_D.png
214_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/214_D.png
215_D,0,1,0,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/215_D.png
216_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/216_D.png
217_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/217_D.png
218_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/218_D.png
219_D,1,1,0,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/219_D.png
220_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/220_D.png
221_D,1,1,1,0,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/221_D.png
222_D,0,0,0,0,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/222_D.png
223_D,1,1,0,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/223_D.png
224_D,1,1,1,1,1,1,1.0,0.0,left,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/224_D.png
225_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/225_D.png
226_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/226_D.png
227_D,1,1,1,1,1,1,0.0,1.0,right,standard,fives,/N/project/retinal_images/datasets/fives/train/Original/227_D.png
