Name,Illumination,Contrast,Clarity,Artifacts,Field,Quality,Left,Right,left_or_right,fundus_image_type
DR-062.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
DR-063.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
DR-064.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
DR-065.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
DR-066.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
DR-067.jpg,1,0,1,1,1,0,0,1,right,ultrawidefield
DR-068.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
DR-069.jpg,1,0,1,0,1,1,1,0,left,ultrawidefield
DR-070.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
DR-071.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
DR-072.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
DR-073.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
DR-074.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
DR-075.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
DR-076.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
DR-077.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
DR-078.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
DR-079.jpg,0,1,1,0,1,1,0,1,right,ultrawidefield
DR-080.jpg,1,1,1,1,1,0,1,0,left,ultrawidefield
DR-081.jpg,1,1,1,0,1,0,0,1,right,ultrawidefield
DR-082.jpg,0,0,1,1,1,0,1,0,left,ultrawidefield
DR-083.jpg,0,0,1,0,1,0,0,1,right,ultrawidefield
DR-084.jpg,0,0,1,0,1,0,1,0,left,ultrawidefield
DR-085.jpg,0,1,1,0,1,1,0,1,right,ultrawidefield
DR-086.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
DR-087.jpg,1,0,1,0,1,0,0,1,right,ultrawidefield
DR-088.jpg,0,0,0,0,0,0,1,0,left,ultrawidefield
DR-089.jpg,1,1,1,1,1,0,1,0,left,ultrawidefield
DR-090.jpg,0,0,1,0,1,0,1,0,left,ultrawidefield
DR-091.jpg,0,1,1,0,1,1,0,1,right,ultrawidefield
DR-092.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
DR-093.jpg,1,0,1,0,1,1,1,0,left,ultrawidefield
DR-094.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
DR-095.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
DR-096.jpg,0,1,1,1,1,1,0,1,right,ultrawidefield
DR-097.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
DR-098.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
DR-099.jpg,1,0,1,0,1,1,0,1,right,ultrawidefield
DR-100.jpg,0,1,1,1,1,1,0,1,right,ultrawidefield
AMD-001.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-002.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
AMD-003.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
AMD-004.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
AMD-005.jpg,1,0,0,1,0,0,1,0,left,ultrawidefield
AMD-006.jpg,0,1,1,1,1,0,0,1,right,ultrawidefield
AMD-007.jpg,0,1,1,1,1,0,0,1,right,ultrawidefield
AMD-008.jpg,0,1,1,0,1,1,1,0,left,ultrawidefield
AMD-009.jpg,0,1,1,0,1,1,0,1,right,ultrawidefield
AMD-010.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
AMD-011.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
AMD-012.jpg,1,0,1,1,1,0,0,1,right,ultrawidefield
AMD-013.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-014.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-015.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-016.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-017.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
AMD-018.jpg,1,0,1,0,1,1,0,1,right,ultrawidefield
AMD-019.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
AMD-020.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-021.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-022.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-023.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-024.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
AMD-025.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
AMD-026.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
AMD-027.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
AMD-028.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
AMD-029.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
AMD-030.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
AMD-031.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-032.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-033.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
AMD-034.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-035.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
AMD-036.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-037.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
AMD-038.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
AMD-039.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-040.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-041.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-042.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-043.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-044.jpg,0,0,1,1,1,0,1,0,left,ultrawidefield
AMD-045.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-046.jpg,0,1,1,0,1,1,1,0,left,ultrawidefield
AMD-047.jpg,0,1,1,1,1,1,0,1,right,ultrawidefield
AMD-048.jpg,0,0,1,1,1,1,1,0,left,ultrawidefield
AMD-049.jpg,0,0,1,1,1,1,0,1,right,ultrawidefield
AMD-050.jpg,0,0,1,1,1,1,1,0,left,ultrawidefield
AMD-051.jpg,0,1,1,1,1,1,0,1,right,ultrawidefield
AMD-052.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-053.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
AMD-054.jpg,1,0,1,1,1,0,1,0,left,ultrawidefield
AMD-055.jpg,1,0,1,1,1,0,0,1,right,ultrawidefield
AMD-056.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
AMD-057.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-058.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-059.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
AMD-060.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-061.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-062.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
AMD-063.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
AMD-064.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
AMD-065.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-066.jpg,1,0,1,0,1,0,1,0,left,ultrawidefield
AMD-067.jpg,1,0,1,0,1,0,1,0,left,ultrawidefield
AMD-068.jpg,1,1,1,1,1,0,0,1,right,ultrawidefield
AMD-069.jpg,1,1,1,1,1,0,0,1,right,ultrawidefield
AMD-070.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
AMD-071.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-072.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
AMD-073.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
AMD-074.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
AMD-075.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-076.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
AMD-077.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-078.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-079.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
AMD-080.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-081.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-082.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-083.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
AMD-084.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
AMD-085.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
AMD-086.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-087.jpg,1,0,1,1,1,0,0,1,right,ultrawidefield
AMD-088.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-089.jpg,0,0,1,1,1,0,0,1,right,ultrawidefield
AMD-090.jpg,0,0,1,1,1,0,1,0,left,ultrawidefield
AMD-091.jpg,0,0,0,0,0,0,0,1,right,ultrawidefield
AMD-092.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
AMD-093.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
AMD-094.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
AMD-095.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
AMD-096.jpg,0,0,1,1,1,1,0,1,right,ultrawidefield
AMD-097.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-098.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-099.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
AMD-100.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-001.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-002.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-003.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
RVO-004.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
RVO-005.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-006.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-007.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-008.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
RVO-009.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
RVO-010.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-011.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-012.jpg,1,0,1,0,1,0,1,0,left,ultrawidefield
RVO-013.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-014.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-015.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
RVO-016.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-017.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-018.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-019.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-020.jpg,1,0,0,1,0,1,1,0,left,ultrawidefield
RVO-021.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-022.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-023.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-024.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-025.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-026.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
RVO-027.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-028.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
RVO-029.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
RVO-030.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-031.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
RVO-032.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
RVO-033.jpg,1,0,1,1,1,0,0,1,right,ultrawidefield
RVO-034.jpg,0,1,1,1,1,1,0,1,right,ultrawidefield
RVO-035.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-036.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
RVO-037.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-038.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
RVO-039.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
RVO-040.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-041.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-042.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-043.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-044.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-045.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-046.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-047.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-048.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-049.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-050.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-051.jpg,1,0,1,1,1,0,0,1,right,ultrawidefield
RVO-052.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-053.jpg,0,1,1,0,1,0,0,1,right,ultrawidefield
RVO-054.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-055.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-056.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-057.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-058.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-059.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-060.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
RVO-061.jpg,1,0,1,0,1,1,0,1,right,ultrawidefield
RVO-062.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-063.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-064.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-065.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-066.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-067.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
RVO-068.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-069.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
RVO-070.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
RVO-071.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
RVO-072.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
RVO-073.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-074.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
RVO-075.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-076.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
RVO-077.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-078.jpg,1,0,1,0,1,1,1,0,left,ultrawidefield
RVO-079.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-080.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
RVO-081.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
RVO-082.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-083.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-084.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
RVO-085.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-086.jpg,1,0,0,1,0,1,0,1,right,ultrawidefield
RVO-087.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-088.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-089.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
RVO-090.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
RVO-091.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-092.jpg,1,0,1,0,1,1,0,1,right,ultrawidefield
RVO-093.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-094.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-095.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
RVO-096.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-097.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
RVO-098.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
RVO-099.jpg,0,1,1,1,1,1,0,1,right,ultrawidefield
RVO-100.jpg,0,1,1,1,1,1,0,1,right,ultrawidefield
PM-001.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-002.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-003.jpg,0,0,0,1,0,0,0,1,right,ultrawidefield
PM-004.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-005.jpg,1,0,1,0,1,1,1,0,left,ultrawidefield
PM-006.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
PM-007.jpg,1,0,0,1,0,1,0,1,right,ultrawidefield
PM-008.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
PM-009.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-010.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
PM-011.jpg,1,0,0,1,0,1,1,0,left,ultrawidefield
PM-012.jpg,1,0,1,1,1,1,0,1,right,ultrawidefield
PM-013.jpg,1,0,1,1,1,1,1,0,left,ultrawidefield
PM-014.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-015.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-016.jpg,0,1,1,1,1,1,0,1,right,ultrawidefield
PM-017.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
PM-018.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-019.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-020.jpg,0,1,0,1,0,0,1,0,left,ultrawidefield
PM-021.jpg,1,1,0,0,0,1,0,1,right,ultrawidefield
PM-022.jpg,1,1,0,1,0,1,1,0,left,ultrawidefield
PM-023.jpg,0,1,1,0,1,0,1,0,left,ultrawidefield
PM-024.jpg,1,0,1,1,1,0,1,0,left,ultrawidefield
PM-025.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
PM-026.jpg,1,1,1,0,1,0,0,1,right,ultrawidefield
PM-027.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-028.jpg,0,1,1,1,1,0,0,1,right,ultrawidefield
PM-029.jpg,0,0,1,1,1,0,0,1,right,ultrawidefield
PM-030.jpg,0,1,1,1,1,0,0,1,right,ultrawidefield
PM-031.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
PM-032.jpg,0,1,1,0,1,1,1,0,left,ultrawidefield
PM-033.jpg,0,1,1,0,1,1,0,1,right,ultrawidefield
PM-034.jpg,0,0,0,0,0,0,1,0,left,ultrawidefield
PM-035.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-036.jpg,0,1,1,0,1,1,1,0,left,ultrawidefield
PM-037.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
PM-038.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-039.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
PM-040.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-041.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-042.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-043.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-044.jpg,0,1,1,0,1,1,1,0,left,ultrawidefield
PM-045.jpg,0,1,1,1,1,0,0,1,right,ultrawidefield
PM-046.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-047.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
PM-048.jpg,1,1,0,1,0,1,0,1,right,ultrawidefield
PM-049.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-050.jpg,0,1,0,1,0,0,1,0,left,ultrawidefield
PM-051.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-052.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-053.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-054.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
PM-055.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-056.jpg,0,1,1,0,1,0,0,1,right,ultrawidefield
PM-057.jpg,1,1,1,0,1,1,1,0,left,ultrawidefield
PM-058.jpg,1,1,1,1,1,0,0,1,right,ultrawidefield
PM-059.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
PM-060.jpg,1,0,1,1,1,0,1,0,left,ultrawidefield
PM-061.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-062.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-063.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-064.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-065.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-066.jpg,0,1,1,0,1,1,1,0,left,ultrawidefield
PM-067.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
PM-068.jpg,1,1,1,1,1,0,0,1,right,ultrawidefield
PM-069.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
PM-070.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-071.jpg,0,1,1,0,1,1,1,0,left,ultrawidefield
PM-072.jpg,0,0,0,1,0,0,0,1,right,ultrawidefield
PM-073.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
PM-074.jpg,0,1,1,1,1,1,1,0,left,ultrawidefield
PM-075.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
PM-076.jpg,1,1,1,1,1,0,1,0,left,ultrawidefield
PM-077.jpg,0,1,1,1,1,1,0,1,right,ultrawidefield
PM-078.jpg,0,0,1,0,1,0,0,1,right,ultrawidefield
PM-079.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-080.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-081.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-082.jpg,1,1,1,0,1,0,0,1,right,ultrawidefield
PM-083.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-084.jpg,0,1,1,1,1,1,0,1,right,ultrawidefield
PM-085.jpg,1,1,1,1,1,1,0,1,right,ultrawidefield
PM-086.jpg,1,1,1,1,1,1,1,0,left,ultrawidefield
PM-087.jpg,0,1,1,0,1,0,0,1,right,ultrawidefield
PM-088.jpg,0,0,0,1,0,0,1,0,left,ultrawidefield
PM-089.jpg,0,1,1,1,1,1,0,1,right,ultrawidefield
PM-090.jpg,1,1,1,0,1,1,0,1,right,ultrawidefield
PM-091.jpg,0,1,1,0,1,1,1,0,left,ultrawidefield
